Customer Gender,Is Senior,Partner,Dependents,Customer Tenure,Has Phone Service,Multiple Lines,Internet Plan,Online Security,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Customer Satisfaction,Churn Label
Male,N,Y,N,33,Y,N,DSL,N,N,N,N,N,Month-to-month,Y,Credit card (automatic),44.55,1462.6,1,N
Female,N,N,N,7,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Mailed check,20.35,150.6,3,N
Male,N,Y,Y,64,Y,Y,Fiber optic,Y,Y,N,N,N,Month-to-month,Y,Electronic check,91.8,5960.5,5,N
Male,N,N,N,59,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Y,Bank transfer (automatic),20.2,1192.3,4,N
Female,N,Y,N,6,Y,Y,DSL,N,N,N,N,N,Month-to-month,N,Electronic check,50.35,314.55,2,N
Female,N,N,N,3,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Mailed check,18.8,56,2,N
Female,N,Y,N,15,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Credit card (automatic),20.45,330.8,4,N
Male,N,Y,Y,13,Y,N,DSL,N,N,N,Y,Y,One year,Y,Electronic check,64.75,877.35,1,N
Female,N,N,N,23,Y,Y,Fiber optic,N,N,N,Y,Y,Month-to-month,Y,Credit card (automatic),98.7,2249.1,1,N
Male,Y,Y,N,31,Y,Y,Fiber optic,Y,N,N,Y,N,Month-to-month,N,Electronic check,89.45,2807.65,3,N
Male,N,N,N,29,Y,N,DSL,Y,N,Y,N,N,One year,Y,Electronic check,58.75,1696.2,4,N
Female,N,Y,N,49,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,N,Credit card (automatic),20.7,1032.05,1,N
Female,N,Y,N,56,Y,Y,Fiber optic,N,N,N,Y,N,Month-to-month,Y,Bank transfer (automatic),85.6,4902.8,4,N
Female,N,N,N,63,Y,Y,DSL,Y,Y,Y,N,Y,Two year,Y,Credit card (automatic),80.3,4995.35,5,N
Male,N,Y,N,63,Y,Y,DSL,N,Y,Y,Y,Y,Two year,N,Credit card (automatic),79.8,5034.05,2,N
Male,Y,Y,Y,24,Y,Y,Fiber optic,Y,N,N,N,N,Month-to-month,Y,Electronic check,79.85,1857.75,2,N
Male,Y,Y,N,36,Y,N,DSL,N,Y,Y,N,N,One year,N,Credit card (automatic),54.1,1992.85,2,N
Female,N,Y,N,21,Y,N,DSL,Y,Y,Y,Y,Y,One year,N,Mailed check,80.9,1714.95,4,N
Male,N,Y,Y,13,Y,Y,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,N,Bank transfer (automatic),24.5,343.6,4,N
Male,N,Y,Y,1,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Y,Bank transfer (automatic),20.15,20.15,3,N
Female,N,Y,Y,25,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,N,Mailed check,20.05,520.1,2,N
Male,N,Y,Y,71,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Y,Bank transfer (automatic),19.6,1387.45,3,N
Male,N,N,N,66,Y,Y,Fiber optic,Y,Y,Y,Y,Y,One year,Y,Bank transfer (automatic),114.3,7383.7,2,N
Female,N,N,N,45,Y,N,Fiber optic,Y,N,N,Y,Y,One year,Y,Electronic check,100.3,4483.95,3,N
Female,N,Y,N,22,Y,N,Fiber optic,N,N,N,Y,N,Month-to-month,Y,Credit card (automatic),80.0,1706.45,3,N
Female,N,Y,N,67,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Y,Bank transfer (automatic),20.85,1327.4,5,N
Female,N,Y,N,68,Y,Y,Fiber optic,N,Y,N,Y,N,Two year,Y,Bank transfer (automatic),89.95,5974.3,3,N
Female,N,Y,Y,0,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Mailed check,20.0, ,4,N
Female,Y,N,N,4,Y,Y,DSL,N,N,N,N,N,Month-to-month,N,Mailed check,48.75,179.85,3,N
Male,N,Y,N,63,Y,Y,DSL,Y,Y,Y,N,Y,One year,N,Credit card (automatic),80.0,5040.2,2,N
Male,N,N,N,21,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Y,Mailed check,20.35,422.7,3,N
Male,N,N,Y,1,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Y,Mailed check,20.25,20.25,1,N
Female,N,N,N,17,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Mailed check,19.4,358.05,2,N
Male,N,N,N,30,Y,Y,Fiber optic,Y,N,N,Y,Y,Month-to-month,Y,Bank transfer (automatic),100.4,2936.25,1,N
Male,N,Y,Y,22,Y,N,DSL,Y,N,Y,N,N,Month-to-month,Y,Mailed check,57.95,1271.8,2,N
Female,N,N,N,9,Y,N,DSL,N,N,Y,Y,N,Month-to-month,Y,Bank transfer (automatic),59.5,530.05,4,N
Male,N,Y,Y,1,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Mailed check,19.2,19.2,4,N
Male,N,N,N,19,Y,Y,DSL,N,Y,Y,N,N,Month-to-month,N,Electronic check,59.55,1144.6,4,N
Female,N,Y,N,72,Y,Y,Fiber optic,Y,Y,Y,Y,N,Two year,Y,Bank transfer (automatic),103.95,7556.9,1,N
Male,N,Y,Y,70,Y,Y,DSL,Y,Y,N,Y,N,Two year,N,Credit card (automatic),68.95,4858.7,5,N
Female,N,N,N,66,Y,Y,Fiber optic,Y,Y,Y,N,Y,Month-to-month,Y,Bank transfer (automatic),103.1,6595,2,N
Female,N,Y,Y,7,N,No phone service,DSL,N,N,N,N,N,Month-to-month,Y,Electronic check,24.7,149.05,4,N
Female,Y,Y,Y,46,Y,Y,Fiber optic,Y,N,Y,Y,Y,Month-to-month,Y,Electronic check,110.2,4972.1,2,N
Female,N,Y,Y,32,Y,Y,DSL,N,Y,N,N,N,Month-to-month,N,Bank transfer (automatic),62.45,2045.55,1,N
Male,N,N,N,24,Y,N,Fiber optic,N,Y,N,N,Y,Month-to-month,Y,Electronic check,89.55,2187.15,5,N
Female,N,N,N,37,Y,Y,DSL,Y,Y,Y,Y,N,Month-to-month,Y,Credit card (automatic),78.9,2976.95,1,N
Male,N,N,Y,8,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Mailed check,20.35,178.7,2,N
Female,N,Y,Y,72,Y,Y,DSL,Y,Y,N,Y,N,Two year,Y,Bank transfer (automatic),71.45,5025.85,5,N
Male,Y,Y,N,71,N,No phone service,DSL,Y,Y,Y,N,N,Two year,N,Credit card (automatic),46.35,3353.4,5,N
Female,N,Y,N,16,Y,N,Fiber optic,N,N,N,Y,Y,Month-to-month,Y,Bank transfer (automatic),94.65,1461.15,1,N
Female,N,Y,N,57,N,No phone service,DSL,Y,Y,Y,N,Y,Month-to-month,Y,Bank transfer (automatic),49.9,2782.4,4,N
Male,N,N,N,66,Y,Y,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,N,Bank transfer (automatic),25.45,1699.15,2,N
Female,N,N,Y,21,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Mailed check,20.75,452.2,3,N
Male,N,Y,N,66,Y,Y,DSL,Y,Y,N,N,N,Two year,Y,Credit card (automatic),66.1,4428.45,3,N
Female,N,Y,N,17,Y,Y,DSL,N,N,N,Y,Y,Month-to-month,Y,Bank transfer (automatic),75.4,1322.55,1,N
Female,N,Y,Y,8,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Credit card (automatic),21.05,139.75,2,N
Male,N,N,N,27,Y,N,DSL,Y,Y,Y,Y,N,One year,N,Credit card (automatic),69.35,1927.3,2,N
Male,N,Y,N,34,Y,Y,Fiber optic,N,N,N,N,Y,Month-to-month,N,Mailed check,88.85,3000.25,1,N
Male,N,N,N,30,Y,N,Fiber optic,N,N,N,Y,Y,One year,Y,Bank transfer (automatic),97.0,3021.3,2,N
Male,N,N,N,33,Y,N,DSL,N,Y,N,Y,N,Month-to-month,Y,Credit card (automatic),66.4,2245.4,4,N
Male,N,Y,Y,14,Y,Y,DSL,Y,N,N,N,Y,Month-to-month,N,Mailed check,69.2,944.65,1,N
Female,N,N,Y,16,Y,Y,Fiber optic,N,N,Y,N,N,One year,Y,Credit card (automatic),79.5,1264.2,4,N
Female,N,N,N,49,Y,N,Fiber optic,N,Y,Y,Y,Y,Two year,N,Credit card (automatic),100.65,4917.75,2,N
Female,N,Y,Y,70,Y,Y,DSL,Y,Y,Y,Y,N,Two year,N,Bank transfer (automatic),79.7,5743.3,1,N
Female,N,Y,Y,32,Y,N,DSL,Y,N,Y,N,N,Month-to-month,N,Bank transfer (automatic),61.4,1864.65,2,N
Female,N,N,N,18,Y,N,Fiber optic,N,N,N,N,N,Month-to-month,Y,Electronic check,69.8,1221.65,1,N
Male,N,N,N,37,N,No phone service,DSL,Y,N,Y,N,N,Two year,Y,Mailed check,40.55,1390.85,2,N
Female,N,N,N,4,Y,Y,Fiber optic,N,N,N,N,N,Month-to-month,Y,Electronic check,75.65,302.35,4,N
Female,N,Y,N,16,Y,Y,Fiber optic,Y,Y,N,N,N,Month-to-month,N,Electronic check,90.7,1374.9,4,N
Male,N,Y,N,17,Y,Y,Fiber optic,N,N,N,N,N,Month-to-month,Y,Bank transfer (automatic),80.5,1336.9,2,N
Female,N,N,Y,19,Y,N,DSL,Y,Y,N,N,N,Month-to-month,Y,Electronic check,60.6,1297.8,1,N
Male,N,Y,N,60,Y,Y,Fiber optic,N,Y,N,Y,Y,Two year,N,Credit card (automatic),101.15,6067.4,3,N
Male,N,Y,Y,51,Y,Y,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Y,Mailed check,24.95,1222.25,4,N
Male,N,Y,Y,28,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Y,Credit card (automatic),20.3,487.95,4,N
Male,N,N,N,43,Y,N,DSL,N,N,N,N,Y,Two year,Y,Electronic check,60.0,2548.55,3,N
Male,N,Y,N,42,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Electronic check,20.25,835.5,2,N
Female,N,N,N,1,Y,N,DSL,N,N,N,N,N,Month-to-month,N,Mailed check,44.75,44.75,1,N
Female,N,N,N,63,Y,Y,Fiber optic,Y,Y,N,Y,N,Two year,N,Credit card (automatic),98.0,6218.45,2,N
Male,N,Y,N,68,Y,Y,Fiber optic,Y,N,Y,Y,Y,Month-to-month,Y,Electronic check,107.7,7320.9,5,N
Female,N,N,N,60,Y,Y,Fiber optic,N,Y,N,Y,Y,Two year,N,Electronic check,104.7,6333.8,4,N
Male,Y,N,N,45,Y,Y,Fiber optic,N,N,N,Y,Y,Month-to-month,Y,Bank transfer (automatic),93.9,4200.25,5,N
Female,N,Y,N,70,Y,N,DSL,Y,Y,Y,Y,Y,Two year,N,Credit card (automatic),86.45,5950.2,4,N
Male,N,N,N,4,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Mailed check,19.4,93.4,4,N
Female,N,Y,N,68,Y,Y,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Y,Credit card (automatic),24.95,1614.9,5,N
Male,N,Y,Y,22,Y,N,Fiber optic,Y,N,N,N,N,Month-to-month,N,Bank transfer (automatic),75.0,1573.95,5,N
Male,N,Y,N,18,Y,N,Fiber optic,N,Y,Y,N,N,Month-to-month,N,Electronic check,78.2,1468.75,2,N
Male,N,N,N,29,Y,N,Fiber optic,N,N,Y,Y,Y,Month-to-month,Y,Electronic check,94.2,2607.6,5,N
Male,N,N,N,31,N,No phone service,DSL,N,Y,N,Y,Y,One year,Y,Electronic check,50.05,1523.4,2,N
Female,N,Y,N,48,Y,Y,DSL,N,Y,Y,N,Y,One year,Y,Mailed check,69.55,3435.6,2,N
Male,N,N,N,50,Y,N,Fiber optic,Y,Y,Y,N,N,One year,Y,Credit card (automatic),90.1,4549.45,2,N
Male,N,N,N,7,Y,N,DSL,N,N,N,N,N,Month-to-month,Y,Bank transfer (automatic),44.65,322.5,4,N
Male,N,Y,Y,68,Y,N,Fiber optic,Y,Y,N,N,N,Two year,N,Credit card (automatic),80.35,5375.15,4,N
Female,Y,Y,N,26,Y,Y,Fiber optic,N,Y,N,Y,Y,Month-to-month,Y,Bank transfer (automatic),98.1,2510.7,5,N
Male,N,N,N,57,N,No phone service,DSL,N,Y,Y,Y,Y,Two year,N,Credit card (automatic),53.35,3090.05,4,N
Female,N,N,N,3,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Electronic check,19.55,61.05,5,N
Male,N,Y,Y,19,Y,N,DSL,Y,N,N,N,N,One year,Y,Bank transfer (automatic),48.95,955.6,4,N
Female,N,N,N,3,Y,N,DSL,N,N,N,Y,N,Month-to-month,Y,Electronic check,54.2,140.4,1,N
Female,N,N,N,59,Y,Y,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Electronic check,24.45,1493.1,1,N
Male,N,Y,N,42,N,No phone service,DSL,Y,N,N,Y,N,Month-to-month,Y,Bank transfer (automatic),40.15,1626.05,5,N
Male,N,Y,N,67,Y,Y,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Credit card (automatic),25.6,1784.9,4,N
Male,N,N,N,1,Y,N,Fiber optic,N,N,N,N,N,Month-to-month,Y,Electronic check,70.35,70.35,4,N
Male,N,Y,N,66,Y,Y,DSL,Y,Y,Y,Y,Y,Two year,N,Bank transfer (automatic),91.7,6075.9,2,N
Female,N,N,N,61,Y,Y,Fiber optic,N,Y,N,N,Y,Month-to-month,N,Mailed check,89.2,5500.6,3,N
Male,N,Y,Y,4,Y,Y,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,N,Credit card (automatic),24.1,73.1,5,N
Female,N,Y,Y,64,Y,Y,DSL,N,N,N,N,N,One year,Y,Bank transfer (automatic),53.85,3399.85,3,N
Female,Y,Y,N,54,Y,Y,Fiber optic,Y,Y,Y,Y,Y,One year,Y,Bank transfer (automatic),115.6,6431.05,3,N
Male,N,N,N,1,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Y,Credit card (automatic),19.75,19.75,5,N
Male,N,Y,Y,54,Y,Y,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Y,Bank transfer (automatic),24.05,1230.9,4,N
Female,N,N,Y,18,Y,Y,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Credit card (automatic),25.3,454.65,5,N
Male,N,N,N,3,Y,N,Fiber optic,N,N,N,N,Y,Month-to-month,N,Electronic check,84.3,235.05,3,N
Female,N,Y,Y,72,Y,Y,DSL,Y,Y,Y,Y,Y,Two year,N,Credit card (automatic),89.75,6595.9,4,N
Male,Y,Y,N,60,Y,N,Fiber optic,N,Y,N,Y,Y,One year,Y,Electronic check,97.95,5867,1,N
Female,N,Y,Y,11,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Y,Mailed check,20.0,196.35,5,N
Male,N,Y,Y,61,Y,N,Fiber optic,N,Y,Y,Y,Y,One year,N,Credit card (automatic),103.9,6449.15,5,N
Female,N,N,N,39,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Credit card (automatic),20.7,762.45,4,N
Male,N,N,N,37,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,N,Credit card (automatic),20.15,785.75,1,N
Female,N,Y,N,72,Y,Y,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Y,Mailed check,26.0,1776,1,N
Male,Y,Y,N,72,Y,Y,DSL,N,Y,Y,Y,N,Two year,N,Credit card (automatic),77.35,5396.25,4,N
Female,N,N,N,8,Y,N,DSL,Y,N,Y,N,Y,Month-to-month,N,Bank transfer (automatic),66.05,574.5,2,N
Female,N,Y,Y,22,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Mailed check,19.9,400.3,5,N
Female,N,N,N,38,Y,Y,DSL,N,N,Y,N,Y,Month-to-month,N,Credit card (automatic),68.15,2656.3,5,N
Male,N,N,Y,17,Y,N,DSL,N,Y,Y,Y,Y,One year,N,Electronic check,80.85,1445.95,3,N
Female,Y,N,N,70,Y,Y,DSL,N,Y,Y,Y,N,Two year,Y,Bank transfer (automatic),75.5,5212.65,4,N
Female,N,N,N,28,Y,N,Fiber optic,N,N,N,N,Y,Month-to-month,Y,Electronic check,80.6,2244.95,3,N
Female,N,N,N,15,Y,N,Fiber optic,N,N,N,Y,N,Month-to-month,Y,Bank transfer (automatic),83.2,1130,3,N
Male,N,Y,Y,72,Y,Y,DSL,Y,Y,Y,Y,Y,Two year,Y,Bank transfer (automatic),87.55,6463.15,1,N
Female,N,Y,N,57,Y,Y,Fiber optic,N,Y,Y,Y,Y,One year,Y,Bank transfer (automatic),109.4,6252.7,5,N
Female,N,Y,N,46,N,No phone service,DSL,Y,N,N,Y,N,Month-to-month,N,Electronic check,45.55,2062.15,3,N
Male,N,Y,N,30,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,N,Credit card (automatic),20.7,587.1,1,N
Male,Y,Y,N,10,Y,N,Fiber optic,Y,N,N,N,N,Month-to-month,N,Electronic check,75.3,720.45,4,N
Male,N,N,N,32,Y,N,Fiber optic,Y,Y,N,N,Y,Month-to-month,Y,Credit card (automatic),93.4,2979.3,3,N
Male,N,N,N,13,Y,N,Fiber optic,Y,N,N,N,N,Month-to-month,Y,Credit card (automatic),73.75,956.65,5,N
Female,N,N,N,44,Y,N,Fiber optic,N,Y,N,Y,N,Month-to-month,Y,Credit card (automatic),88.15,3973.2,3,N
Male,Y,N,N,9,Y,N,DSL,N,N,Y,N,N,Month-to-month,N,Mailed check,49.2,447.9,4,N
Female,N,Y,N,67,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Mailed check,19.65,1335.2,3,N
Female,N,Y,N,71,Y,Y,Fiber optic,N,Y,N,Y,Y,Two year,Y,Bank transfer (automatic),105.15,7555,5,N
Male,N,N,N,1,Y,N,DSL,N,N,Y,N,N,Month-to-month,N,Credit card (automatic),49.0,49,1,N
Male,N,Y,N,17,N,No phone service,DSL,N,N,N,Y,Y,Month-to-month,Y,Mailed check,49.8,836.35,5,N
Male,N,N,N,1,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Bank transfer (automatic),20.95,20.95,1,N
Female,Y,Y,N,32,Y,Y,Fiber optic,N,Y,N,N,N,Month-to-month,N,Mailed check,79.3,2570,2,N
Male,N,Y,Y,41,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,N,Bank transfer (automatic),19.5,798.2,5,N
Female,N,N,N,1,Y,N,DSL,N,N,N,N,N,Month-to-month,N,Bank transfer (automatic),44.15,44.15,5,N
Male,N,Y,Y,62,Y,Y,Fiber optic,Y,N,N,Y,Y,Month-to-month,Y,Electronic check,105.5,6487.2,4,N
Female,N,N,Y,17,Y,Y,Fiber optic,N,Y,Y,N,N,Month-to-month,Y,Credit card (automatic),92.7,1556.85,3,N
Female,N,Y,Y,72,Y,Y,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Y,Bank transfer (automatic),26.25,1988.05,1,N
Male,N,Y,Y,56,Y,Y,Fiber optic,N,N,Y,Y,N,Month-to-month,Y,Credit card (automatic),96.95,5432.2,1,N
Female,N,N,N,9,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Y,Credit card (automatic),20.45,147.55,4,N
Male,N,Y,N,72,Y,Y,Fiber optic,Y,Y,Y,Y,Y,Two year,Y,Bank transfer (automatic),115.8,8424.9,4,N
Male,N,N,N,20,Y,N,Fiber optic,Y,Y,Y,Y,Y,Month-to-month,Y,Bank transfer (automatic),108.2,2203.7,3,N
Male,N,Y,Y,19,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Mailed check,20.2,387.4,3,N
Male,N,N,N,53,N,No phone service,DSL,N,Y,Y,Y,Y,One year,N,Credit card (automatic),54.9,3045.75,5,N
Male,N,N,N,6,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Bank transfer (automatic),20.15,130.5,2,N
Male,N,Y,Y,9,Y,Y,Fiber optic,N,Y,N,Y,N,One year,Y,Electronic check,90.35,767.9,3,N
Female,N,Y,Y,8,Y,Y,DSL,N,N,N,N,N,Month-to-month,N,Electronic check,55.75,446.8,4,N
Female,N,Y,Y,71,Y,Y,Fiber optic,Y,Y,Y,Y,Y,Two year,N,Bank transfer (automatic),114.6,8100.25,3,N
Female,N,Y,N,71,N,No phone service,DSL,Y,Y,Y,Y,Y,One year,N,Bank transfer (automatic),66.8,4689.15,1,N
Male,N,Y,N,68,Y,N,Fiber optic,N,N,Y,Y,Y,One year,Y,Electronic check,100.3,6754.35,2,N
Male,N,N,N,34,Y,Y,Fiber optic,N,N,Y,Y,Y,Month-to-month,Y,Electronic check,105.35,3540.65,5,N
Male,N,N,N,26,Y,N,Fiber optic,N,Y,Y,N,N,One year,Y,Electronic check,85.2,2184.6,1,N
Male,N,N,N,7,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Y,Mailed check,18.95,130.55,1,N
Female,N,Y,N,20,Y,N,Fiber optic,N,N,N,N,N,Month-to-month,Y,Bank transfer (automatic),69.8,1540.35,2,N
Female,N,Y,N,60,Y,Y,Fiber optic,N,Y,N,Y,Y,Month-to-month,Y,Electronic check,106.15,6411.25,5,N
Male,N,Y,Y,72,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Electronic check,20.55,1432.55,4,N
Female,Y,Y,N,72,Y,Y,Fiber optic,N,Y,N,Y,Y,One year,Y,Credit card (automatic),105.75,7629.85,5,N
Male,N,N,N,4,Y,Y,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Mailed check,25.25,101.9,3,N
Male,N,Y,Y,16,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Electronic check,19.75,313.4,1,N
Female,Y,Y,N,62,Y,Y,Fiber optic,Y,Y,N,Y,Y,One year,Y,Electronic check,104.85,6312.9,3,N
Female,N,N,N,10,Y,N,DSL,N,N,Y,N,Y,Month-to-month,Y,Mailed check,60.95,629.55,4,N
Male,N,N,N,31,Y,Y,Fiber optic,N,N,N,N,N,Month-to-month,Y,Electronic check,81.15,2640.55,3,N
Female,N,Y,N,71,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Credit card (automatic),19.1,1372.45,5,N
Male,N,N,N,58,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Mailed check,20.8,1212.25,3,N
Male,N,Y,Y,70,Y,Y,DSL,Y,Y,Y,Y,Y,Two year,Y,Credit card (automatic),90.15,6237.05,4,N
Female,N,Y,N,71,Y,Y,DSL,Y,Y,Y,Y,Y,Two year,N,Electronic check,90.1,6310.9,4,N
Male,Y,N,N,69,Y,Y,DSL,Y,Y,Y,N,Y,Two year,N,Credit card (automatic),74.1,5031,4,N
Female,N,Y,Y,72,Y,Y,Fiber optic,Y,Y,Y,Y,Y,Two year,Y,Bank transfer (automatic),118.75,8672.45,5,N
Female,N,Y,N,26,Y,N,Fiber optic,N,N,Y,N,Y,Month-to-month,N,Credit card (automatic),85.9,2196.45,4,N
Female,N,Y,N,33,Y,Y,Fiber optic,N,Y,Y,N,Y,Month-to-month,Y,Credit card (automatic),95.0,3008.15,1,N
Female,N,Y,Y,10,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Mailed check,20.15,220.8,4,N
Female,Y,N,N,57,Y,Y,Fiber optic,Y,Y,Y,N,Y,Two year,N,Credit card (automatic),101.3,5779.6,3,N
Female,N,N,N,10,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Y,Electronic check,21.2,222.65,3,N
Female,N,Y,Y,39,Y,Y,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Y,Mailed check,24.2,914.6,3,N
Female,N,N,N,11,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Bank transfer (automatic),20.3,246.3,5,N
Female,N,Y,Y,68,Y,Y,DSL,N,Y,Y,Y,Y,Two year,N,Bank transfer (automatic),85.3,5560,3,N
Male,N,N,N,18,Y,Y,Fiber optic,N,Y,N,Y,N,One year,Y,Credit card (automatic),89.6,1633,5,N
Male,N,N,N,18,Y,Y,DSL,Y,N,N,N,N,Month-to-month,N,Mailed check,56.25,969.85,5,N
Female,N,Y,Y,52,Y,N,DSL,N,Y,N,N,N,One year,Y,Bank transfer (automatic),50.95,2610.65,4,N
Male,N,Y,Y,56,Y,Y,Fiber optic,Y,Y,Y,Y,Y,Two year,N,Mailed check,115.85,6567.9,1,N
Male,N,N,N,45,Y,Y,Fiber optic,N,Y,Y,Y,Y,Month-to-month,Y,Bank transfer (automatic),103.65,4747.85,4,N
Female,N,N,N,67,Y,Y,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Y,Mailed check,26.1,1759.55,4,N
Male,N,Y,N,3,N,No phone service,DSL,Y,N,Y,N,N,Month-to-month,N,Mailed check,35.1,101.1,5,N
Male,Y,N,N,65,Y,N,Fiber optic,N,Y,N,Y,Y,Month-to-month,Y,Bank transfer (automatic),99.1,6496.15,5,N
Male,N,Y,N,63,Y,Y,DSL,N,N,Y,N,Y,Two year,N,Mailed check,67.25,4234.15,3,N
Female,N,Y,Y,11,Y,Y,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Mailed check,25.0,300.7,3,N
Male,N,N,Y,1,Y,N,DSL,N,N,Y,N,Y,Month-to-month,Y,Mailed check,59.55,59.55,4,N
Male,N,N,N,55,Y,Y,DSL,N,Y,N,Y,Y,Two year,Y,Bank transfer (automatic),77.8,4323.35,2,N
Male,N,Y,Y,25,Y,Y,DSL,N,N,Y,N,N,One year,Y,Mailed check,55.1,1466.1,2,N
Female,N,Y,N,72,Y,Y,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Y,Credit card (automatic),24.15,1776.45,3,N
Female,N,N,Y,65,N,No phone service,DSL,N,N,Y,Y,N,Two year,N,Mailed check,45.25,2933.95,2,N
Male,N,Y,Y,7,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Mailed check,20.25,144.35,3,N
Female,N,Y,N,72,Y,Y,DSL,Y,N,Y,N,N,Two year,N,Bank transfer (automatic),64.75,4804.75,5,N
Male,N,Y,N,21,Y,N,DSL,N,N,N,Y,N,Month-to-month,N,Bank transfer (automatic),54.6,1125.2,4,N
Female,N,N,N,2,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Y,Bank transfer (automatic),20.7,39.85,1,N
Male,Y,N,N,4,Y,N,Fiber optic,N,Y,N,Y,Y,Month-to-month,Y,Electronic check,94.75,422.4,4,N
Male,N,Y,N,72,Y,Y,Fiber optic,Y,Y,Y,Y,Y,Two year,N,Credit card (automatic),115.8,8332.15,3,N
Female,N,N,N,6,Y,N,DSL,Y,N,N,N,N,Month-to-month,Y,Electronic check,49.45,314.6,3,N
Male,N,N,N,52,Y,N,Fiber optic,N,Y,N,N,Y,Month-to-month,Y,Credit card (automatic),83.8,4331.4,4,N
Male,Y,Y,N,69,Y,Y,Fiber optic,N,Y,N,N,Y,Month-to-month,Y,Bank transfer (automatic),95.35,6382,3,N
