User ID,Content Category,Interaction Type,Time of Interaction,Device Used
U0305,Technology,Share,Evening,Desktop
U0468,Technology,Like,Morning,Mobile
U0202,Education,Share,Afternoon,Mobile
U0007,Education,Like,Morning,Mobile
U0065,Fitness,Comment,Morning,Desktop
U0314,Food,Like,Evening,Mobile
U0154,Education,Share,Evening,Mobile
U0451,Education,Share,Evening,Mobile
U0385,Food,Share,Morning,Tablet
U0186,Technology,Share,Afternoon,Mobile
U0494,Education,Like,Afternoon,Tablet
U0204,Travel,Comment,Evening,Tablet
U0280,Travel,Share,Afternoon,Desktop
U0357,Travel,Like,Morning,Tablet
U0349,Fitness,Comment,Morning,Tablet
U0148,Education,Like,Afternoon,Tablet
U0002,Travel,Follow,Afternoon,Desktop
U0434,Food,Like,Morning,Desktop
U0325,Technology,Share,Afternoon,Mobile
U0195,Food,Comment,Afternoon,Mobile
U0147,Travel,Like,Morning,Tablet
U0299,Fitness,Comment,Morning,Tablet
U0114,Food,Like,Afternoon,Mobile
U0378,Education,Like,Morning,Mobile
U0183,Technology,Follow,Morning,Tablet
U0125,Fitness,Like,Morning,Mobile
U0228,Fitness,Like,Morning,Tablet
U0348,Travel,Follow,Afternoon,Desktop
U0290,Technology,Like,Morning,Mobile
U0304,Food,Like,Afternoon,Mobile
U0119,Travel,Comment,Morning,Tablet
U0409,Fitness,Comment,Morning,Desktop
U0267,Technology,Like,Morning,Desktop
U0356,Fitness,Follow,Evening,Mobile
U0411,Fitness,Like,Afternoon,Mobile
U0221,Fitness,Comment,Evening,Mobile
U0465,Technology,Follow,Evening,Tablet
U0352,Education,Follow,Afternoon,Mobile
U0058,Travel,Share,Evening,Mobile
U0282,Education,Share,Morning,Desktop
U0238,Travel,Like,Evening,Mobile
U0265,Technology,Comment,Morning,Desktop
U0392,Education,Like,Evening,Mobile
U0193,Fitness,Share,Evening,Tablet
U0170,Technology,Comment,Afternoon,Tablet
U0087,Travel,Like,Evening,Mobile
U0283,Education,Share,Morning,Desktop
U0321,Fitness,Comment,Morning,Tablet
U0046,Food,Share,Afternoon,Desktop
U0375,Education,Like,Morning,Tablet
U0499,Education,Comment,Afternoon,Tablet
U0345,Technology,Like,Morning,Mobile
U0107,Food,Comment,Morning,Tablet
U0068,Travel,Comment,Morning,Desktop
U0357,Fitness,Comment,Morning,Desktop
U0022,Education,Follow,Morning,Mobile
U0025,Food,Comment,Afternoon,Desktop
U0423,Food,Follow,Morning,Tablet
U0234,Food,Like,Afternoon,Desktop
U0115,Technology,Like,Morning,Tablet
U0307,Travel,Like,Morning,Tablet
U0241,Travel,Share,Afternoon,Tablet
U0484,Education,Comment,Morning,Tablet
U0403,Food,Share,Morning,Mobile
U0035,Travel,Comment,Evening,Desktop
U0042,Technology,Follow,Morning,Desktop
U0029,Travel,Follow,Afternoon,Tablet
U0431,Travel,Follow,Afternoon,Mobile
U0202,Technology,Follow,Morning,Tablet
U0031,Education,Follow,Afternoon,Desktop
U0402,Food,Like,Afternoon,Tablet
U0221,Fitness,Like,Afternoon,Tablet
U0395,Fitness,Follow,Morning,Tablet
U0155,Education,Share,Evening,Desktop
U0098,Fitness,Comment,Morning,Desktop
U0452,Technology,Comment,Morning,Desktop
U0403,Fitness,Like,Afternoon,Tablet
U0336,Food,Comment,Evening,Desktop
U0264,Technology,Like,Evening,Tablet
U0379,Travel,Comment,Evening,Mobile
U0465,Technology,Follow,Evening,Tablet
U0103,Food,Share,Evening,Mobile
U0485,Fitness,Like,Afternoon,Desktop
U0121,Fitness,Like,Morning,Desktop
U0415,Fitness,Like,Evening,Mobile
U0188,Education,Share,Evening,Desktop
U0192,Food,Follow,Evening,Desktop
U0200,Education,Share,Evening,Tablet
U0408,Travel,Share,Afternoon,Tablet
U0369,Food,Like,Afternoon,Mobile
U0123,Food,Share,Afternoon,Tablet
U0202,Education,Like,Afternoon,Tablet
U0221,Food,Like,Morning,Mobile
U0176,Food,Like,Afternoon,Mobile
U0466,Education,Share,Morning,Desktop
U0261,Food,Like,Morning,Mobile
U0306,Food,Follow,Morning,Desktop
U0433,Fitness,Comment,Afternoon,Mobile
U0446,Fitness,Share,Afternoon,Mobile
U0302,Food,Like,Morning,Mobile
U0478,Technology,Share,Afternoon,Tablet
U0299,Fitness,Share,Morning,Mobile
U0398,Food,Like,Afternoon,Mobile
U0029,Education,Follow,Afternoon,Desktop
U0395,Fitness,Like,Afternoon,Mobile
U0331,Technology,Comment,Evening,Desktop
U0478,Technology,Follow,Morning,Desktop
U0478,Food,Comment,Evening,Desktop
U0418,Food,Comment,Evening,Tablet
U0464,Travel,Follow,Evening,Desktop
U0025,Travel,Like,Morning,Mobile
U0355,Travel,Comment,Evening,Desktop
U0228,Travel,Follow,Afternoon,Mobile
U0166,Fitness,Follow,Afternoon,Mobile
U0143,Technology,Follow,Morning,Tablet
U0478,Technology,Share,Evening,Mobile
U0167,Education,Like,Evening,Tablet
U0472,Travel,Like,Morning,Tablet
U0066,Food,Like,Morning,Mobile
U0340,Technology,Like,Morning,Desktop
U0117,Technology,Like,Evening,Mobile
U0271,Technology,Comment,Evening,Desktop
U0063,Travel,Like,Morning,Tablet
U0364,Education,Share,Morning,Desktop
U0370,Education,Comment,Morning,Tablet
U0324,Fitness,Comment,Afternoon,Desktop
U0495,Food,Comment,Evening,Tablet
U0087,Travel,Comment,Morning,Mobile
U0001,Food,Comment,Afternoon,Desktop
U0116,Fitness,Comment,Morning,Desktop
U0260,Technology,Follow,Afternoon,Desktop
U0026,Travel,Comment,Evening,Mobile
U0255,Education,Comment,Morning,Mobile
U0051,Travel,Comment,Morning,Mobile
U0182,Education,Comment,Evening,Mobile
U0494,Travel,Share,Afternoon,Tablet
U0274,Travel,Comment,Afternoon,Desktop
U0386,Fitness,Comment,Afternoon,Mobile
U0354,Fitness,Like,Morning,Mobile
U0387,Food,Comment,Evening,Desktop
U0344,Education,Comment,Evening,Mobile
U0491,Travel,Follow,Afternoon,Mobile
U0455,Food,Like,Evening,Mobile
U0026,Fitness,Like,Afternoon,Tablet
U0246,Technology,Like,Morning,Tablet
U0140,Travel,Like,Afternoon,Desktop
U0249,Food,Share,Evening,Mobile
U0396,Education,Share,Morning,Desktop
U0455,Technology,Like,Evening,Mobile
U0090,Technology,Share,Afternoon,Tablet
U0118,Travel,Comment,Evening,Tablet
U0033,Food,Like,Afternoon,Desktop
U0129,Technology,Like,Evening,Mobile
U0189,Travel,Like,Morning,Tablet
U0040,Food,Follow,Evening,Desktop
U0292,Technology,Follow,Evening,Tablet
U0109,Food,Follow,Evening,Desktop
U0095,Travel,Comment,Morning,Mobile
U0087,Fitness,Like,Afternoon,Tablet
U0319,Travel,Comment,Evening,Mobile
U0046,Food,Comment,Morning,Mobile
U0385,Travel,Comment,Evening,Tablet
U0273,Travel,Like,Evening,Desktop
U0268,Fitness,Comment,Afternoon,Mobile
U0458,Fitness,Comment,Afternoon,Mobile
U0334,Technology,Share,Afternoon,Desktop
U0494,Education,Follow,Evening,Tablet
U0216,Fitness,Share,Afternoon,Tablet
U0104,Education,Follow,Morning,Mobile
U0097,Education,Share,Morning,Tablet
U0064,Technology,Like,Morning,Mobile
U0036,Technology,Share,Afternoon,Desktop
U0145,Travel,Follow,Evening,Desktop
U0026,Fitness,Follow,Morning,Desktop
U0203,Food,Follow,Afternoon,Tablet
U0153,Travel,Comment,Evening,Tablet
U0159,Travel,Follow,Morning,Mobile
U0354,Food,Like,Morning,Desktop
U0126,Food,Comment,Afternoon,Tablet
U0020,Travel,Follow,Evening,Desktop
U0493,Travel,Share,Afternoon,Mobile
U0071,Travel,Share,Evening,Mobile
U0356,Education,Follow,Afternoon,Desktop
U0092,Food,Like,Afternoon,Mobile
U0083,Travel,Share,Afternoon,Tablet
U0154,Technology,Share,Morning,Desktop
U0314,Food,Follow,Afternoon,Desktop
U0127,Food,Share,Afternoon,Desktop
U0158,Food,Like,Evening,Mobile
U0157,Technology,Comment,Evening,Desktop
U0125,Food,Follow,Evening,Desktop
U0295,Travel,Like,Afternoon,Desktop
U0347,Education,Comment,Evening,Mobile
U0304,Education,Follow,Afternoon,Desktop
U0371,Fitness,Like,Afternoon,Tablet
U0273,Education,Share,Evening,Tablet
U0081,Technology,Follow,Morning,Tablet
U0354,Technology,Like,Morning,Desktop
U0155,Food,Like,Evening,Mobile
U0364,Food,Comment,Afternoon,Desktop
U0440,Technology,Like,Morning,Mobile
U0155,Education,Follow,Afternoon,Desktop
U0476,Fitness,Comment,Morning,Tablet
U0422,Fitness,Share,Morning,Tablet
U0399,Fitness,Follow,Morning,Tablet
U0202,Education,Follow,Afternoon,Tablet
U0299,Travel,Like,Afternoon,Mobile
U0473,Education,Like,Evening,Mobile
U0185,Food,Like,Evening,Mobile
U0168,Travel,Like,Afternoon,Mobile
U0479,Education,Share,Evening,Desktop
U0105,Fitness,Follow,Afternoon,Mobile
U0344,Fitness,Comment,Evening,Mobile
U0235,Fitness,Follow,Afternoon,Desktop
U0056,Food,Like,Morning,Mobile
U0366,Travel,Comment,Evening,Tablet
U0346,Travel,Like,Evening,Tablet
U0283,Food,Comment,Evening,Tablet
U0144,Education,Like,Afternoon,Mobile
U0332,Travel,Share,Evening,Desktop
U0135,Technology,Like,Morning,Desktop
U0080,Education,Comment,Morning,Desktop
U0083,Education,Share,Evening,Desktop
U0174,Travel,Comment,Morning,Desktop
U0069,Fitness,Comment,Evening,Tablet
U0009,Food,Like,Morning,Desktop
U0450,Fitness,Comment,Morning,Mobile
U0210,Travel,Like,Afternoon,Mobile
U0220,Food,Like,Afternoon,Mobile
U0219,Travel,Like,Morning,Tablet
U0385,Fitness,Like,Afternoon,Tablet
U0143,Food,Like,Evening,Mobile
U0483,Fitness,Comment,Morning,Tablet
U0121,Fitness,Comment,Morning,Desktop
U0487,Technology,Like,Morning,Mobile
U0235,Education,Like,Morning,Tablet
U0368,Fitness,Comment,Morning,Tablet
U0452,Technology,Share,Afternoon,Desktop
U0339,Travel,Comment,Evening,Tablet
U0053,Travel,Share,Afternoon,Desktop
U0319,Fitness,Follow,Evening,Desktop
U0185,Education,Follow,Evening,Mobile
U0347,Fitness,Like,Afternoon,Desktop
U0163,Technology,Share,Evening,Tablet
U0389,Food,Comment,Evening,Tablet
U0485,Travel,Comment,Morning,Mobile
U0394,Fitness,Comment,Morning,Mobile
U0025,Education,Like,Morning,Desktop
U0121,Food,Like,Evening,Tablet
U0343,Travel,Follow,Morning,Mobile
U0019,Fitness,Comment,Evening,Tablet
U0301,Education,Share,Evening,Desktop
U0092,Food,Like,Evening,Tablet
U0089,Fitness,Share,Morning,Desktop
U0128,Education,Share,Morning,Desktop
U0011,Food,Like,Afternoon,Mobile
U0193,Travel,Like,Morning,Tablet
U0416,Education,Comment,Afternoon,Tablet
U0466,Technology,Comment,Morning,Tablet
U0149,Food,Like,Afternoon,Desktop
U0431,Travel,Comment,Evening,Tablet
U0473,Technology,Follow,Afternoon,Desktop
U0086,Food,Follow,Morning,Tablet
U0351,Technology,Share,Afternoon,Tablet
U0350,Travel,Comment,Afternoon,Desktop
U0325,Fitness,Share,Evening,Mobile
U0138,Travel,Follow,Morning,Desktop
U0088,Food,Comment,Morning,Tablet
U0042,Food,Like,Afternoon,Tablet
U0310,Technology,Share,Morning,Tablet
U0475,Fitness,Share,Morning,Tablet
U0166,Fitness,Comment,Afternoon,Mobile
U0162,Education,Share,Evening,Desktop
U0126,Fitness,Like,Afternoon,Tablet
U0424,Food,Comment,Evening,Tablet
U0194,Food,Share,Morning,Tablet
U0014,Education,Share,Evening,Desktop
U0105,Technology,Like,Evening,Mobile
U0390,Technology,Comment,Morning,Desktop
U0081,Technology,Like,Morning,Mobile
U0487,Technology,Share,Morning,Desktop
U0467,Food,Follow,Morning,Tablet
U0275,Travel,Like,Afternoon,Desktop
U0299,Education,Share,Morning,Desktop
U0276,Travel,Share,Morning,Desktop
U0429,Technology,Like,Evening,Mobile
U0091,Education,Share,Evening,Desktop
U0269,Fitness,Share,Afternoon,Desktop
U0492,Travel,Follow,Afternoon,Desktop
U0397,Technology,Follow,Evening,Tablet
U0112,Fitness,Comment,Afternoon,Mobile
U0224,Fitness,Comment,Morning,Mobile
U0157,Technology,Like,Evening,Mobile
U0314,Education,Like,Afternoon,Mobile
U0249,Education,Like,Evening,Tablet
U0442,Travel,Follow,Evening,Mobile
U0305,Food,Like,Evening,Tablet
U0264,Fitness,Like,Evening,Mobile
U0449,Travel,Like,Afternoon,Desktop
U0382,Technology,Like,Morning,Mobile
U0480,Fitness,Share,Morning,Tablet
U0203,Technology,Like,Morning,Mobile
U0024,Fitness,Comment,Afternoon,Desktop
U0282,Technology,Comment,Evening,Desktop
U0338,Education,Like,Evening,Mobile
U0274,Travel,Follow,Evening,Mobile
U0478,Fitness,Follow,Morning,Mobile
U0345,Fitness,Comment,Morning,Desktop
U0383,Education,Share,Morning,Desktop
U0453,Education,Share,Evening,Desktop
U0233,Fitness,Comment,Morning,Desktop
U0495,Technology,Like,Morning,Mobile
U0340,Fitness,Comment,Evening,Mobile
U0079,Education,Comment,Morning,Tablet
U0096,Education,Like,Afternoon,Tablet
U0167,Technology,Follow,Evening,Desktop
U0049,Technology,Comment,Evening,Desktop
U0004,Education,Share,Evening,Tablet
U0127,Education,Follow,Morning,Mobile
U0490,Technology,Like,Afternoon,Desktop
U0304,Education,Comment,Afternoon,Tablet
U0154,Travel,Comment,Afternoon,Mobile
U0360,Travel,Follow,Afternoon,Desktop
U0392,Education,Share,Morning,Desktop
U0049,Food,Comment,Morning,Desktop
U0260,Education,Share,Evening,Mobile
U0309,Travel,Share,Afternoon,Tablet
U0392,Food,Like,Afternoon,Mobile
U0312,Travel,Follow,Morning,Desktop
U0317,Travel,Share,Afternoon,Tablet
U0033,Education,Follow,Afternoon,Tablet
U0288,Education,Follow,Morning,Tablet
U0349,Food,Share,Afternoon,Tablet
U0436,Food,Share,Evening,Desktop
U0261,Education,Share,Morning,Tablet
U0237,Food,Share,Morning,Desktop
U0376,Education,Share,Evening,Tablet
U0398,Education,Share,Evening,Mobile
U0006,Fitness,Share,Evening,Tablet
U0495,Technology,Like,Morning,Mobile
U0072,Technology,Follow,Afternoon,Desktop
U0309,Technology,Comment,Morning,Tablet
U0427,Food,Like,Afternoon,Tablet
U0001,Education,Like,Evening,Tablet
U0169,Food,Comment,Afternoon,Tablet
U0378,Food,Like,Afternoon,Tablet
U0213,Technology,Follow,Morning,Mobile
U0404,Technology,Share,Afternoon,Mobile
U0024,Food,Follow,Evening,Tablet
U0207,Education,Share,Morning,Tablet
U0009,Travel,Like,Afternoon,Desktop
U0393,Fitness,Share,Evening,Desktop
U0222,Education,Like,Afternoon,Mobile
U0335,Education,Share,Morning,Desktop
U0450,Technology,Like,Evening,Mobile
U0385,Travel,Like,Morning,Desktop
U0139,Food,Comment,Afternoon,Desktop
U0481,Travel,Share,Morning,Desktop
U0489,Education,Share,Afternoon,Desktop
U0085,Technology,Comment,Afternoon,Desktop
U0065,Food,Comment,Morning,Desktop
U0162,Fitness,Comment,Afternoon,Mobile
U0005,Fitness,Share,Afternoon,Mobile
U0016,Travel,Share,Afternoon,Desktop
U0278,Food,Comment,Afternoon,Desktop
U0168,Technology,Like,Morning,Mobile
U0161,Travel,Comment,Morning,Mobile
U0374,Fitness,Comment,Afternoon,Mobile
U0442,Technology,Like,Evening,Mobile
U0202,Fitness,Follow,Morning,Mobile
U0122,Fitness,Follow,Evening,Tablet
U0218,Education,Comment,Afternoon,Tablet
U0285,Food,Share,Afternoon,Tablet
U0300,Food,Like,Evening,Mobile
U0178,Food,Like,Morning,Mobile
U0258,Travel,Like,Afternoon,Desktop
U0029,Technology,Like,Afternoon,Tablet
U0307,Food,Follow,Morning,Desktop
U0242,Food,Comment,Morning,Tablet
U0073,Travel,Share,Afternoon,Tablet
U0437,Food,Follow,Evening,Mobile
U0061,Education,Follow,Afternoon,Desktop
U0293,Fitness,Comment,Afternoon,Desktop
U0019,Fitness,Like,Afternoon,Desktop
U0064,Fitness,Follow,Evening,Desktop
U0404,Fitness,Comment,Morning,Mobile
U0020,Travel,Comment,Evening,Tablet
U0090,Technology,Comment,Evening,Desktop
U0244,Technology,Follow,Morning,Desktop
U0351,Food,Like,Morning,Mobile
U0355,Travel,Comment,Afternoon,Desktop
U0248,Technology,Like,Evening,Mobile
U0443,Food,Follow,Morning,Desktop
U0143,Travel,Follow,Afternoon,Mobile
U0194,Education,Share,Morning,Desktop
U0034,Fitness,Follow,Afternoon,Mobile
U0310,Food,Follow,Evening,Desktop
U0464,Technology,Like,Afternoon,Tablet
U0058,Education,Share,Morning,Tablet
U0296,Education,Share,Morning,Mobile
U0361,Education,Follow,Morning,Tablet
U0149,Fitness,Like,Afternoon,Tablet
U0142,Education,Share,Evening,Tablet
U0481,Education,Follow,Evening,Tablet
U0225,Education,Follow,Morning,Desktop
U0169,Education,Share,Evening,Desktop
U0065,Technology,Like,Evening,Tablet
U0037,Education,Follow,Afternoon,Desktop
U0312,Technology,Like,Evening,Mobile
U0277,Education,Follow,Morning,Desktop
U0008,Education,Share,Afternoon,Tablet
U0474,Technology,Comment,Afternoon,Desktop
U0390,Education,Like,Morning,Desktop
U0043,Fitness,Like,Morning,Tablet
U0258,Travel,Share,Afternoon,Tablet
U0042,Fitness,Like,Evening,Tablet
U0141,Education,Like,Afternoon,Mobile
U0317,Education,Follow,Evening,Tablet
U0240,Technology,Share,Evening,Desktop
U0442,Travel,Share,Afternoon,Tablet
U0422,Technology,Share,Afternoon,Tablet
U0276,Travel,Like,Morning,Tablet
U0429,Food,Like,Evening,Mobile
U0203,Technology,Like,Morning,Mobile
U0404,Technology,Like,Evening,Mobile
U0440,Fitness,Follow,Evening,Tablet
U0331,Food,Like,Afternoon,Mobile
U0219,Education,Like,Morning,Mobile
U0439,Technology,Like,Evening,Mobile
U0032,Food,Like,Morning,Mobile
U0106,Technology,Follow,Afternoon,Desktop
U0388,Fitness,Like,Afternoon,Desktop
U0179,Education,Share,Evening,Desktop
U0108,Fitness,Like,Afternoon,Tablet
U0004,Food,Follow,Evening,Tablet
U0047,Food,Comment,Afternoon,Desktop
U0172,Travel,Follow,Afternoon,Mobile
U0183,Technology,Share,Afternoon,Mobile
U0127,Education,Comment,Afternoon,Mobile
U0242,Fitness,Follow,Afternoon,Desktop
U0393,Travel,Like,Evening,Desktop
U0128,Fitness,Like,Afternoon,Tablet
U0414,Food,Follow,Afternoon,Mobile
U0040,Technology,Share,Morning,Tablet
U0325,Food,Share,Morning,Tablet
U0136,Food,Like,Morning,Mobile
U0343,Education,Comment,Evening,Mobile
U0110,Food,Like,Morning,Mobile
U0107,Fitness,Share,Afternoon,Tablet
U0325,Food,Like,Afternoon,Desktop
U0297,Education,Share,Morning,Desktop
U0475,Education,Share,Morning,Desktop
U0023,Travel,Share,Afternoon,Desktop
U0441,Education,Like,Evening,Tablet
U0089,Education,Follow,Evening,Desktop
U0392,Food,Comment,Afternoon,Desktop
U0426,Education,Follow,Afternoon,Tablet
U0252,Travel,Comment,Morning,Desktop
U0496,Education,Like,Afternoon,Tablet
U0388,Food,Like,Afternoon,Tablet
U0485,Education,Like,Morning,Tablet
U0106,Travel,Comment,Evening,Desktop
U0375,Fitness,Comment,Morning,Desktop
U0244,Technology,Like,Afternoon,Desktop
U0005,Technology,Share,Evening,Tablet
U0099,Travel,Comment,Evening,Mobile
U0203,Food,Share,Morning,Desktop
U0035,Fitness,Like,Evening,Mobile
U0371,Food,Follow,Evening,Desktop
U0138,Technology,Share,Afternoon,Mobile
U0354,Education,Share,Afternoon,Tablet
U0111,Food,Like,Morning,Desktop
U0031,Travel,Comment,Evening,Tablet
U0051,Fitness,Share,Evening,Mobile
U0239,Education,Follow,Morning,Tablet
U0200,Education,Follow,Afternoon,Desktop
U0091,Technology,Share,Afternoon,Desktop
U0095,Technology,Comment,Afternoon,Desktop
U0052,Education,Like,Morning,Tablet
U0157,Education,Follow,Afternoon,Desktop
U0196,Technology,Like,Morning,Desktop
U0205,Fitness,Comment,Afternoon,Mobile
U0017,Food,Like,Evening,Mobile
U0411,Fitness,Share,Afternoon,Mobile
U0491,Education,Like,Evening,Mobile
U0244,Food,Like,Evening,Mobile
U0254,Fitness,Like,Morning,Desktop
U0014,Fitness,Like,Afternoon,Tablet
U0098,Travel,Comment,Morning,Mobile
U0105,Travel,Comment,Evening,Tablet
U0261,Technology,Follow,Afternoon,Tablet
U0096,Technology,Share,Morning,Desktop
U0381,Technology,Like,Afternoon,Desktop
U0281,Travel,Follow,Morning,Mobile
U0126,Technology,Share,Afternoon,Mobile
U0151,Fitness,Comment,Morning,Desktop
U0332,Technology,Share,Afternoon,Mobile
U0110,Food,Like,Evening,Mobile
U0376,Technology,Share,Evening,Tablet
U0422,Travel,Follow,Afternoon,Mobile
U0107,Fitness,Follow,Evening,Desktop
U0181,Technology,Follow,Afternoon,Mobile
U0210,Travel,Like,Morning,Tablet
U0497,Fitness,Share,Evening,Desktop
U0300,Food,Like,Evening,Mobile
U0068,Technology,Like,Morning,Tablet
U0477,Education,Follow,Evening,Mobile
U0388,Food,Follow,Evening,Tablet
U0285,Education,Follow,Afternoon,Tablet
U0238,Technology,Share,Afternoon,Mobile
U0138,Travel,Like,Afternoon,Desktop
U0119,Education,Like,Afternoon,Mobile
U0252,Education,Comment,Afternoon,Tablet
U0154,Technology,Comment,Morning,Desktop
U0493,Fitness,Share,Evening,Mobile
U0277,Education,Follow,Afternoon,Desktop
U0484,Education,Like,Morning,Mobile
U0495,Travel,Share,Evening,Desktop
U0076,Technology,Like,Evening,Mobile
U0086,Travel,Comment,Morning,Tablet
U0444,Food,Comment,Morning,Desktop
U0002,Technology,Like,Morning,Mobile
U0193,Food,Follow,Morning,Tablet
U0304,Education,Like,Morning,Mobile
U0293,Technology,Like,Evening,Mobile
U0208,Technology,Like,Morning,Tablet
U0386,Fitness,Comment,Evening,Mobile
U0104,Education,Follow,Afternoon,Tablet
U0317,Travel,Share,Morning,Mobile
U0432,Education,Share,Morning,Desktop
U0133,Fitness,Like,Afternoon,Mobile
U0306,Education,Share,Evening,Desktop
U0128,Technology,Share,Afternoon,Mobile
U0126,Technology,Share,Afternoon,Mobile
U0044,Technology,Share,Afternoon,Tablet
U0169,Fitness,Share,Evening,Tablet
U0010,Food,Like,Morning,Tablet
U0105,Fitness,Follow,Afternoon,Desktop
U0229,Travel,Share,Afternoon,Tablet
U0129,Education,Follow,Afternoon,Tablet
U0227,Technology,Like,Morning,Mobile
U0071,Technology,Share,Afternoon,Mobile
U0277,Education,Comment,Morning,Mobile
U0263,Education,Comment,Afternoon,Desktop
U0493,Fitness,Share,Afternoon,Mobile
U0036,Food,Follow,Afternoon,Tablet
U0117,Fitness,Share,Afternoon,Desktop
U0477,Food,Like,Morning,Desktop
U0045,Education,Comment,Morning,Mobile
U0170,Education,Comment,Morning,Mobile
U0403,Food,Like,Evening,Desktop
U0444,Technology,Share,Afternoon,Mobile
U0309,Fitness,Share,Morning,Mobile
U0013,Technology,Like,Morning,Mobile
U0268,Travel,Like,Morning,Mobile
U0451,Fitness,Comment,Evening,Mobile
U0474,Travel,Share,Evening,Mobile
U0016,Food,Share,Evening,Tablet
U0377,Travel,Share,Afternoon,Desktop
U0160,Technology,Follow,Afternoon,Desktop
U0215,Food,Like,Morning,Desktop
U0046,Fitness,Share,Afternoon,Mobile
U0381,Fitness,Share,Evening,Tablet
U0077,Fitness,Follow,Afternoon,Desktop
U0210,Fitness,Share,Evening,Mobile
U0384,Fitness,Follow,Evening,Desktop
U0094,Travel,Follow,Afternoon,Mobile
U0479,Travel,Comment,Afternoon,Mobile
U0040,Travel,Follow,Evening,Desktop
U0433,Education,Follow,Afternoon,Desktop
U0425,Fitness,Like,Morning,Tablet
U0186,Technology,Share,Morning,Desktop
U0257,Travel,Comment,Evening,Desktop
U0161,Fitness,Like,Afternoon,Desktop
U0215,Travel,Comment,Evening,Tablet
U0057,Technology,Share,Morning,Desktop
U0084,Food,Comment,Afternoon,Tablet
U0205,Food,Like,Evening,Desktop
U0052,Education,Share,Evening,Desktop
U0280,Technology,Comment,Evening,Tablet
U0002,Travel,Share,Evening,Mobile
U0347,Food,Comment,Evening,Tablet
U0271,Food,Follow,Evening,Tablet
U0208,Food,Like,Afternoon,Mobile
U0051,Technology,Like,Morning,Mobile
U0418,Food,Like,Afternoon,Mobile
U0143,Fitness,Like,Morning,Mobile
U0206,Food,Follow,Morning,Tablet
U0485,Travel,Like,Morning,Mobile
U0329,Travel,Like,Evening,Mobile
U0032,Fitness,Follow,Evening,Mobile
U0304,Education,Like,Evening,Mobile
U0142,Technology,Like,Morning,Mobile
U0480,Technology,Share,Afternoon,Mobile
U0354,Technology,Follow,Afternoon,Tablet
U0285,Technology,Follow,Afternoon,Tablet
U0453,Food,Like,Morning,Tablet
U0133,Education,Follow,Morning,Tablet
U0421,Food,Like,Evening,Desktop
U0040,Travel,Comment,Morning,Desktop
U0085,Technology,Like,Evening,Mobile
U0086,Education,Follow,Evening,Tablet
U0002,Fitness,Like,Afternoon,Desktop
U0240,Travel,Follow,Morning,Mobile
U0354,Technology,Comment,Evening,Tablet
U0067,Education,Follow,Morning,Tablet
U0252,Education,Follow,Morning,Mobile
U0117,Travel,Like,Morning,Desktop
U0094,Education,Share,Afternoon,Mobile
U0239,Technology,Like,Evening,Mobile
U0132,Food,Like,Evening,Mobile
U0070,Travel,Like,Morning,Mobile
U0201,Technology,Follow,Evening,Desktop
U0434,Food,Follow,Afternoon,Desktop
U0411,Food,Like,Afternoon,Mobile
U0354,Fitness,Share,Morning,Tablet
U0482,Technology,Like,Morning,Desktop
U0430,Food,Like,Afternoon,Mobile
U0003,Technology,Share,Afternoon,Mobile
U0024,Education,Comment,Evening,Desktop
U0145,Technology,Comment,Morning,Tablet
U0148,Food,Like,Evening,Tablet
U0006,Technology,Follow,Afternoon,Tablet
U0415,Technology,Comment,Morning,Desktop
U0052,Technology,Follow,Afternoon,Desktop
U0391,Education,Share,Evening,Desktop
U0207,Fitness,Share,Evening,Mobile
U0282,Technology,Like,Morning,Mobile
U0420,Food,Follow,Morning,Desktop
U0080,Education,Like,Afternoon,Tablet
U0164,Fitness,Like,Afternoon,Tablet
U0382,Fitness,Follow,Morning,Tablet
U0169,Fitness,Share,Morning,Mobile
U0255,Technology,Share,Evening,Desktop
U0193,Technology,Follow,Evening,Tablet
U0376,Technology,Share,Afternoon,Mobile
U0150,Food,Follow,Afternoon,Desktop
U0240,Technology,Like,Morning,Desktop
U0014,Fitness,Follow,Afternoon,Mobile
U0197,Travel,Comment,Afternoon,Tablet
U0247,Technology,Like,Evening,Mobile
U0163,Fitness,Like,Afternoon,Tablet
U0096,Food,Share,Afternoon,Mobile
U0362,Fitness,Like,Afternoon,Desktop
U0089,Food,Follow,Afternoon,Desktop
U0096,Education,Follow,Evening,Desktop
U0214,Food,Like,Afternoon,Mobile
U0335,Fitness,Comment,Afternoon,Mobile
U0483,Fitness,Like,Afternoon,Tablet
U0472,Travel,Comment,Afternoon,Desktop
U0065,Education,Share,Morning,Desktop
U0428,Education,Like,Afternoon,Mobile
U0409,Education,Follow,Afternoon,Tablet
U0120,Technology,Share,Morning,Tablet
U0399,Food,Like,Morning,Mobile
U0014,Education,Comment,Evening,Tablet
U0296,Technology,Follow,Afternoon,Desktop
U0132,Food,Like,Morning,Mobile
U0378,Travel,Like,Afternoon,Desktop
U0257,Travel,Share,Evening,Desktop
U0082,Technology,Like,Afternoon,Tablet
U0401,Food,Follow,Evening,Mobile
U0108,Fitness,Comment,Afternoon,Desktop
U0362,Fitness,Comment,Morning,Tablet
U0055,Travel,Follow,Morning,Desktop
U0062,Technology,Comment,Afternoon,Desktop
U0151,Education,Share,Morning,Tablet
