Card_id,Header,Review,Location,shop
60aa6ab0f9f4870b700c0dc4,It takes a little longer but it is worth…,It takes a little longer but it is worth the wait. At least half the time your order is early. Wish is shipping hundred of thousands of item a week. Unfortunately sometimes things get lost. Wish does a good job when items are late or lost. There return policy is very fare. Get your orders in now and you will receive them for your 4th of July parties. Personal I love wish and use them often. Give it shoot you will not be disappointed. Tell them stubs sent you.,United States,Wish
5481fdf40000640002b9cfb3,Awful Delivery and Customer Service!,"I ordered a Christmas suit for a family meal so paid an extra £7.95 for next day delivery. It did not turn up on the specified day, and I have now been told it will be delivered 5 days after the order was placed. To make it worse, the contact number is constantly engaged so you cannot even contact them. Awful service, will not use this company again!",Britain (UK),Zalando
5c483cb497afa106306f4230,I first ordered from here a few years…,"I first ordered from here a few years ago and I am continuing to do so. Zalando are excellent for finding sportswear and trainers, usually with a discount. Recently purchased a adidas sweater and joggers and they were excellent. The cost was slightly cheaper than elsewhere and the delivery was very quick.",Britain (UK),Zalando
60a90ec1f9f4870b700b5c3e,One of the worst companies to order…,"One of the worst companies to order from since i have ordered you cannot trace the item in the order history,when you have got any sort of issue you cannot call them and just go round in circles with their automated bot.Another thing is they are very misleading to sell their products they will for example display a 700 piece tool kit once you purchase it you will see that in fact you are just buying 1 spanner for £12 much cheaper to buy it local than get ripped off by these lot.I would not recommend this place to anyone as they are good for taking your money but do not want to know if you have got any issues",Britain (UK),Wish
5489f1220000640002bba7ef,If you are patient...,"I received my order a month after ordering it. Customer service is not very good and I regret buying clothes here. T-shirt I received was way too big for me and the jeans were very very very small..even the 'large' size, so I would not recommend buying jeans from them unless you are ordering for  kids. The only item I really like is a scarf I received. Returning items you are not satisfied with is quite expensive and you have to pay for it yourself, so pretty much you can just give it as a gift to someone. Also, the quality is not like in the pictures. I will not be ordering from here anymore.",Croatia,Sheinside
5d9da2a06b04580918beaf01,Quick service and happy with my…,"Quick service and happy with my purchase, will use it again, as I like the website,all in one place, can do my shopping quickly without leaving home, all is there, no need to spend too much time on shopping.",Britain (UK),Zalando
60a86426f9f4870a94a9acad,Wish has been a great online buying…,Wish has been a great online buying experience everything I have ordered in the last couple weeks have come fast in perfect condition and is exactly how they advertise.,United States,Wish
5970e587fba87f08a8223ebf,I had a problem and they were extremely …,I had a problem and they were extremely helpful and I would recommend them to everyone. Happy will be shopping with them again.,United States,Zalando
60dcf370f9f48706f85fe139,I got the things that I ordered,I got the things that I ordered. I will most likely use this site again.,Finland,Wish
604b0af0f85d75039428121b,Very good shopping experience,Ordered some pumps they were too big and did not look nice on so I returned. My shopping experience was very good. Fast delivery and easy free returns. Refund processed quickly and smoothly. Would definitely shop here again.,Britain (UK),Zalando
595e3c26555d1a0960578462,poor customer service,"I ordered  and  paid for an item which was listed in stock on 30th June 2017. I then received an email 4 days later on 4th July stating there would be a delay in dispatch  and  my item would be shipped in the next couple of days, to which I responded asking my item be sent 1st class in order to receive this in time for my holiday tomorrow on 7th July. On 6th July I received an email stating the package has been dispatched  and  there is nothing they can do. The email ended with 'If there is anything else we can help you with' which I think should have stated 'anything else we can NOT help you with'. Very poor customer service would not use again or recommend unless you do not mind waiting over a week to receive a delivery which should arrive 'within 3 working days'.",Britain (UK),Zalando
59c4e4ebd2c8750f3ca4f2d9,Great efficient service and delivery,Great efficient service and delivery! Will defo order again .,Britain (UK),Zalando
6060edb3f85d7508703a8984,Best app,Best app quick delivery,United States,Wish
53ec762200006400029e9ffc,Best website - with the best costumer service!,"A great website if you want to buy fashionable cloths/shoes/...to a really good price! And if something goes wrong, they have the best costumerservice. I know it can feel unsure to buy online on some websites but this site always make me sure and they are always doing everything they can to help me.",Sweden,Nelly
579ce20b0000ff0009761fea,Love the shop but shipping is horrendous,-1,United States,Sheinside
5f8dd17f798e6f0aa0a91a46,Really great clothes and really good…,Really great clothes and really good service - thoroughly recommend these guys!!!,Britain (UK),Boozt
541c60970000640002a6d02f,The WORST company ever!,"I ordered three dresses from Sheinside. I finally received them after 5 weeks of waiting. One of the dresses they shipped was the wrong color AND had a large hole in the front hem of the dress. They were all very cheaply made, so it was no suprise.  When I contacted the company to get a refund, they tried to ""bargain"" with me for 2 weeks. They offered to let me keep the dress and get it fixed myself and they would refund me $10. (The dress was originally $25.) Then they offered me $15, etc. Everytime I replied that I wanted a full refund and they could have the dress back. Since it was their error, I expected them to pay for shipping. Finally, I had to get tough, and they agreed to refund me. BUT THEN... I checked my credit card statement and they shorted me almost $6, however on their website it claims they refunded me in full. So once again, I emailed them and threatened to take further action. I was not concerned about the misely $6, it was the idea that they thought they could be sneaky and do that! Finally, after almost 3 months of dealing with them. I have been fully refunded. I WILL NEVER BUY ANYTHING FROM THEM AGAIN!! And I will encourage others to do the same!",United States,Sheinside
608ed74af9f48708e0825d3b,I ordered $148 worth of clothes and…,I ordered $148 worth of clothes and Canada post said it arrived to them in Richmond BECAUSE on the 20th of April and it is now may 2 and SHEIN sent me and email saying it was sent back to shipper? But it still says it is in Richmond? I am so confused and I think it is SHEIN trying to save there own ass because it is not going to be here by the dead line may 7th. Horrible never ordering again.,Canada,Sheinside
60880cecf9f48701fc7ef989,They put up fake tracking numbers,They put up fake tracking numbers. I had a tracking number with out courier information and the product had not even been sent before it was due to arrive. Another product was refunded 2 days before it was due to arrive but I am still waiting on the money. Time wasters. Avoid shopping with wish because customer service is appauling.,Britain (UK),Wish
60553912f85d7509fc10edc7,I purchased 2 pair of shoes,This app is a scam. They will do what ever they can to get as much out of you as possible.I purchased 2 pair of shoes. The app charged me for. Everything that was in my cart. And they refused to refund my money. This all happened within 15 min of the purchase.,United States,Wish
60599cc3f85d7507e41e153a,"Bad service, not right produce.","Wish is an absolute scam. I ordered Clivia seeds off their site in June 2020 and after numerous communications with them and promises of refunds, a package arrived with miniscule seeds in. It looks like cactus seeds and not Clivia.",South Africa,Wish
60a93b3cf9f4870b700b7f80,Happy with the on time delivery and…,Happy with the on time delivery and quality. I recommend wish,United States,Wish
5ffb4213755dc1032c11b401,Highly recommend,"Very pleased with excellent customer service, fast shipment and quality products for reasonable prices.",Czech Republic,Boozt
52dd39fc000064000271b5c5,Very good service,"Looked on the review sites and Zalando has a lot of criticism.  I had found a good deal on a pair of running shoes and they were not available elsewhere so I decided to take a punt.  Placed order Wednesday evening, online tracking via Hermes worked a treat, shoes arrived Monday morning.  What more can you ask for, will use again.",Britain (UK),Zalando
5942ec614edf5307247de2eb,excelkent,"Order arrived quickly, well packed, great website, great prices",Britain (UK),Zalando
607f3e12f9f48704b8f972ce,Frauds- Absolutely extremely poor contact…,Absolutely extremely poor contact support. This team is charging me a monthly subscription without me being registered to any and refusing to provide a refund. I have been trying to contact them months now to resolve the issue and they are not resolving it or helping or even knowing that needs to happen. Total frauds and will report legally on this instance.,Ireland,Wish
5fd7cb55755dc10b4822b137,Great,Great. A high quality and punctual service. recommended,Italy,Boozt
5d10ceef42fa5608b40f1a89,beautiful articles !!,"beautiful articles !!!  super affordable staff, highly recommend!",Portugal,Nelly
590a81ba2ecbfc09e8d2033a,Buy from Zalando,This is a great company.  They sell good quality shoes and handbags.  The delivery service is excellent and returns are dealt with promptly.,Britain (UK),Zalando
600b6bfe755dc104c0c65a9b,I ordered 2 dresses from Shein last…,"I ordered 2 dresses from Shein last September for a wedding. They said they had been delivered and nothing..I went to the post office, tried contacting Shein every possible way for either a refund or replacement. I am livid. I paid Shein for two dresses and got nothing. Do not order from this company.",United States,Sheinside
6041f820f85d75064c3819cd,SHEIN is great!,"I personally never had any issues with SHEIN, of course due to Covid the shipment takes a bit longer to arrive but all In all I think SHEIN is great for online shopping and I ordered the a million times. I takes about 7-12 days to arrive (Germany) with Covid-19 and before Corona it usually took 4-9 days.",Germany,Sheinside
6077cac3f85d7508705d69e1,I love wish!,I love wish I would like it a whole lot more if the subtotal for items we are closer to the advertised price on the items in the browser but otherwise I love shopping on here,United States,Wish
6077533af85d7508705d14c3,I really like this item i maybe buying…,I really like this item i maybe buying more thanks wish,United States,Wish
5f31c2d31a5a6902684734ce,No order update,"I absolutely love shein and everything I have received I have been extremely happy with, however, I ordered something on July 31 and it has not updated beyond the sanitation process. I ordered another set of items on August 2nd and they are already in my country and on their way to being in my state. I have tried reaching out several times just to check on the process of my order and no one has responded. This particular package has things for my friend who is expecting her baby in two weeks and I would like for her items (some include hospital items) to arrive by the time she goes into labor. I am really disappointed with the lack of response I have received.",United States,Sheinside
58e659b9d744950408c26a0d,Very quick postage arriving just in …,Very quick postage arriving just in time for Mothers Day and my Mum absolutely loved her bag. Definitely be shopping on this website again x,Britain (UK),Zalando
5dcbec67c845450918bfbe66,Never Again,"I told myself i would not use Zalando again after my first experience when they apparently never received a return. But alas I did and with more bother. Currently on day 13 since making an order, apparently its been posted but the tracking link for hermes states the tracking number does not exist.So no way of tracking. Can never get through to a human on the chat, the person i spoke to on the phone could not have cared less and asked me to call back at 5pm....which i did and funnily nobody answered. Many emails sent with one reply saying they needed to talk to Mango about it. So i am currently still waiting to hear any proper information from them. I am also now worried if i ever do get the coat and want to return it, its going to be a whole other drama. £100 of my money that they do not care about.",Britain (UK),Zalando
59574a39dacd1d069c963007,Zalando is my most favourite place to …shop,Zalando is my most favourite place to shop. The prices are incredible and the deliveries usually fast cannot fault it,Britain (UK),Zalando
5952a48ff32ba809704457f7,I place on order for a Rebecca Minkoff …,"I placed on order for a Rebecca Minkoff Bag I saw on sale a week ago. I am very disappointed that I still have not received my parcel and 2 days ago I was sent a message saying their is a slight delay and my parcel have not yet been dispatched  and it would be dispatch in 1-2 days, as if I was not waiting long enough. This is a joke!!! 2 days have pass and gone by and no email to say it as been dispatched. First and last time shopping here.",Britain (UK),Zalando
59316189a02b4205a0c01f20,Great shopping experience so far,Great shopping experience so far - online shopping is always tricky judging sizing until you actually try the items on - ordered a selection of items to pick and choose from - returns system very easy and straight forward - yet to see how promptly refund is - otherwise will definitely shop again lots variety and options to choose from,Britain (UK),Zalando
5fa705aa5e693f0a8420f8df,I ordered from shein on October 26th…,I ordered from shein on October 26th and my package says it arrived on November 5th but I never received it. my order number is GSHM94002000H1J and I still have yet to receive any help from shein. First and last time buying,United States,Sheinside
591f8b2ca02b4209006783ca,Elusive Ted baker t-shirt,Ordered a Ted baker t-shirt that I was unable to find in stores. I got a discount and the tee was delivered quickly. Will use Zalando again and would highly recommend.,Britain (UK),Zalando
60568f2bf85d7509fc11b62e,I have order almost 500 worth of stuff…,I have order almost 500 worth of stuff they charge shipping on every piece you order. And yet I am still waiting for my stuff. And now just got a notice some things have been delayed. I have a lot of family who order from this place that is why I decided to try. Well I  tell you I will NEVER do it again. I better be getting all my stuff soon for the price I payed for it shipping on every piece I ordered or this place will not like the trouble I start. My family also will no longer be ordering from them.,United States,Wish
58e751d7f32d0d0a7c5fa86d,"Excellent shopping experience. I always order on Zalando instead of brand""s own store.","I like Zalando because you have a wide choice of brands, site easy to navigate  and  filter. Delivery is free, quick  and  efficient. The 100 day return policy is especially great too.",Britain (UK),Zalando
6090e5f1f9f4870a786d8a5f,So bad it was almost funny,"Very stupidly ordered a rug and some bath towels from wish , a year or so ago. The ""rug"" arrived and was no larger than a dinner plate , it was so odd and have no idea what I was expected to do with it. The ""bath towels"" turned out to be a small packet of dusters. I kid you not. And there ended my first and only foray into Chinese online shopping. Avoid at all costs, seriously. If it looks too good to be true it absolutely is.",Britain (UK),Wish
5eea36367dd75303246ec50a,I wish I would reviewed this page prior to…,"I wish I would reviewed this page prior to ordering from this site, I would ordered a size 12 slider as a gift with plenty of delivery time, only for a size 8 to arrive in its place. As mistakes can happen and I was offered a discount code I made the order again, whilst personally having to arrange for the other item to be returned. Now with two payments made, the second shoe arrives, a size 9 (not 12) and again I have to arrange for the return whilst they sit on my money for two weeks (after the items received back) and I have no gift that I was ordering with plenty of time. Do NOT USE.",Britain (UK),Zalando
5427ae100000640002a8980d,Awesome fashion at great prices!,When my best friend introduced me to Sheinside it honestly seemed to good to be true. The clothes were absolutely beautiful at ridiculously low prices. I figured the quality would have to be low but my friend showed me some of her pieces and they were great quality. I ordered several outfits and they arrived really quickly. They were even prettier in person and they fit great. I am going to be buying a ton of stuff from them in the future. I am so glad I discovered them!,United States,Sheinside
6097d249f9f4870a78730601,Never Again,Ordered an item in March. Expected delivery date 10 April - 26 April. Attempted to contact customer services when the item did not arrive. Its a joke. All automated so you have no way to ask any questions. Expecting me to wait now until the end of May which will be over two months. Have started proceedings through PayPal. Never again. Buyer beware.,Ireland,Wish
607350fef85d75087056316b,Loving wish,We love wish products.,United States,Wish
6077e78ff85d7508705d8c47,Items never Arrived!,I received an email stating that my parcel had been delivered - IT HAD NOT. I tried to contact customer service with no luck so put a Paypal dispute in. Shein are now saying it is not up to them to make a shipping claim and I have to contact the courier and get my money back through them!!!! They will not even tell me who the courier is though!! My first and last order..... Avoid at all costs. It is way too much hassle!!,Britain (UK),Sheinside
608a99eaf9f48705103345ef,I have tried ordering some bargains…,"I have tried ordering some bargains that they advertise on a countdown timer and even though I ordered in time I would get a message saying I was to late for that order and that they want to refund me,, I do not mean just a couple times , I mean litreally every single time out of at least 15, it is a total con, every watch has been delivered not working properly, and even though clothes are ordered in my size it came out 4 times smaller, I would highly recommend not buying anything from here",Britain (UK),Wish
54a0e1a70000640002c07052,What a deal!! I would recommend to my Friends..,"I ordered the Red V Neck Long Sleeve Loose Dress, and I am an average size 30 year old. I am so in love with it, it makes me look so hot! My husband and many people have given me so many compliments. I am going to order another in Black for nights out. I wear this one to work and feel good when I do. The packaging was well packed and the service is very polite and professional. It is hard to shop online but with Sheinside it is easy and relaxing. I am a very Happy Customer and recommend this site to anyone and what a deal to boot. Happy shopping!",Bulgaria,Sheinside
5f05dd503f06f20a94dc0dcf,My order got “lost” by the courier…,My order got “lost” by the courier company. I chased it after ten days and was told it got lost and I will get a refund. Rubbish service. How does an order got lost? It is basic logistics. I would have expected better.,Britain (UK),Zalando
6053bdc8f85d750bf4f88101,Love this app it has everything you…,Love this app it has everything you could think of!,United States,Wish
609a42c7f9f4870acc2f254d,great,Perfect transaction and very happy with the product. Would purchase there again.,Belgium,Boozt
60da439df9f4870470e4affa,Do not buy from Zalando,Returned a pair of jeans and still have not received my refund. Looking at the other reviews I am not the only person who has been ripped off by this company. Do not buy from these crooks.,Britain (UK),Zalando
593e586820b79f0b9c74a3db,Excellent customer service,"Excellent customer service, I emailed about a faulty item and had a reply that day (was a Sunday as well) and a full refund with no hassle of chasing up or sending several emails the following day. A very happy customer and will be using Zalando more because of this, thanks!",Britain (UK),Zalando
606020bbf85d750870396e2c,They are Scammers,"These people do not ship. When one even ask for a refund, they either do not make it or provide partial refund even when they know the product has not shipped. I ordered some Dr. Dre headphones, never come, never shipped, but never got a refund. Right now there is an Order I was supposed to pickup since October 23, 2020, for $79., from one of their stores. The items have never shipped, they kept saying they will notify me when the items ships. But today 03/27/2021, I visited their website and they have cleared all the purchase history, and I cannot even track those purchases again. I have been reluctant to contact the Attorney General's Office, because complaints like these are not handled as serious as they used to. Wish products are affordable but hardly ships.",United States,Wish
606ecee1f85d7508704f471d,I really enjoy this app.,I really enjoy this app.. Great deals and a huge selection of wares. Only complaint is that sometimes the prices change after you tap 'buy'. I wish I had more money to spend on here 😬,United States,Wish
552a479d0000ff0002dc795e,Enthusiastic,"I am always very satisfied about Nelly. The website is user-friendly, the offer is great and the service is always excellent. (And of course they have nice products!)",Netherlands,Nelly
5920066020b79f0b24f02c01,great bag,"I am so pleased with my bag ,I will certainly be ordering again. Thank you.",Britain (UK),Zalando
5385c58c00006400028cf25f,Very happy with my purchases,"I have purchased a few dresses from Sheinside and the selections were awesome, not to mention great prices. My items were shipped very quickly, sometimes within 24 hours. You will not find these cute and stylish dresses for these prices anywhere else. Trust me, I have looked.This is one of my favorite online stores and I will definitely continue to shop here.",Jamaica,Sheinside
5d0797a3b055990790e878be,Ordered Hvisk bag on white color few…,"Ordered Hvisk bag on white color few days ago. Instead, got 2 pink dresses in my package. Trying to contact customer service but still unsuccessfully. First and worst experience ever",Denmark,Nelly
60710fa5f85d750870536a38,So far  everything that I have ordered…,So far  everything that I have ordered off of wish as been very good products I will continue shopping on Wish !😀,United States,Wish
60abba96f9f4870b700cd970,Amazing experience! 100% Recommend!,"Amazing experience. I cannot seem to understand the reviews regarding returns and refunds. I have returned 2 items and the process was very simple. Refund issued in 3 days. The prices are extremely cheap, I could not find cheaper prices anywhere else online for certain products. They do take 2 or maybe 3 days sometimes shipping orders however  this is due to Covid. They have never failed to deliver an item, all authentic clothing. No issues whatsoever. I would definitely recommend shopping here. Thank you!!!",Britain (UK),Zalando
60abbe33f9f4870a94ab8ff5,Great place to find the perfect gifts…,Great place to find the perfect gifts and craft supplies,Canada,Wish
5f744af5798e6f0960235b04,As always,"As always, excellent choice, value and service. Thank you Boozt!",Ireland,Boozt
55691f4e0000ff0002e9b6e8,Great Shopping Experience,"I recently bought a fashionable handbag for my wife as a random surprise gift and it was definitely worth the purchase. She was totally in love with it and constantly praised the quality of the product while being oblivious to the actually cost. It was a great purchase as I received good value for money. The shopping experience was also impressive, as it was easy to complete the order and the product was shipped on time as stipulated, with well done packaging. It was my first time using sheinside.com and I would definitely recommend this website to anyone looking to purchase fashionable female apparel.",Jamaica,Sheinside
54ff5cc20000ff0002d39537,Great Experience!,"I ordered a few long sleeve shirts for work about a month ago and got them in the mail this week! I was really happy with the purchases and the ordering process was really easy to use and straightforward.  I was not in a rush so I just used the standard shipping option. I would definitely order from this site again, I was pleased with how everything turned out! Everything came exactly as ordered and the shirts fit me perfectly! The looked great on the model and each shirt was advertised with exact measurements, which I loved! Great site overall, I will be back again!",United States,Sheinside
60dbbe76f9f48706f85edea4,Do not bother using this site,"Do not bother using this site.  After buying one product I was told a few weeks later it was out of stock.  After purchasing another I was told it was mailed, it never arrived, and then I was told it was out of stock.  The only thing I did get was something I did not want because the description was deceiving.  The only thing good I can say is that they did at least return my money.",United States,Wish
60742e5af85d750870571cf1,This organisation flagrantly ignores UK…,"This organisation flagrantly ignores UK law.  Have nothing to do with them.  I recently accidentally made an order.  I had placed some orders in the cart with full intention to buy but which needed considerable revision.  I was waiting to scroll down the page but the system was slow.  I thought it had become available and clicked the 'down' buttom.  Next thing I knew, I had a flash message, 'your order has been placed' this was in excess of £100 which I do not have.  In all honesty, being totally genuine, this is what happened. Within seconds, I tried to review the information to cancel the order.  I saw that I have the right in the UK to cancel within 14 days.  I immediately prepared my message to Wish according to their instructions.  I have since been told I am unable to cancel the order (for any reason) and I can returnt he items except for postage costs.  I cannot speak with Wish (cannot afford the call to the USA) so I am stuck.  I DID NOT authorise any payment separately other than inadvertently press one button.  This truly is Caveat Emptor and I am raising a case with Action Fraud.  Additionally, I am unable to remove any payment details from their database.  This i s another major issue for Action Fraud, misuse of personal information.",Britain (UK),Wish
569906a50000ff00092ff499,One of my favourite companies,"I have to say that I love this company!! I have placed quite a few orders over the last 3 years with them and the overall experience has been pretty good. I have had a couple of problems but they have been sorted out very quickly to my satisfaction. They offer free delivery and returns and often do discount codes. My latest order had to be cancelled, due to a warehouse glitch, but they went above and beyond to apologise. The only issue I have is with their chosen delivery company - Hermes - great for returns but very hit and miss with delivery drivers. Really cannot recommend Zalando enough!",Britain (UK),Zalando
60c3b247f9f4870a44d20578,Terrible company,"Terrible company. when you make an order there is almost always something wrong: the size, the colour, the product itself different to what you ordered. The quality is pretty awful. I have always had to throw away something. True! It is cheap but the shipping is expensive. No way you can speak to them, only through the app where you cannot really explain what you actually need. Have decided to spend more and throw away less!!",Italy,Wish
60b63bc9f9f4870a94b2df03,I just enjoy buying from boozt,I just enjoy buying from boozt. Fast to have and not fake to wear 👍,Sweden,Boozt
59f3892731302a0ef49002bf,Always happy,Love this site always happy with my items fantastic saving for quality stuff,Britain (UK),Zalando
5fdb385f755dc107e0c60ae8,Amazing customer service,"After never using this website before I was a big nervous being able to get a luxury product so much cheaper than anywhere else, but my experience has been great! There was a slight delay in my orders because of Hermes no fault of Zalando, but the team I spoke to displayed the best customer service I have ever received from any company! 10/10 brilliant product, excellent customer service. This is now my go to shop for presents, doubt ill ever shop elsewhere again! 😊",Britain (UK),Zalando
541cd35b0000640002a6e215,Great honest company with alot of variety,I found out about Sheinside through a friend and thought I would check it out. I ended up buying quite a few  items. I bought a couple dresses and accessories.  I put the order in and then received the items in about 2 weeks. Everything came together and was packaged nicely. All the items fit well and the material was very comfortable. I loved the accessories.  This site is a one stop shop. This is a great company with a lot of variety.  The site is easy to go through and they always have awesome sales.  I highly recommend this site.,United States,Sheinside
5f04674a3f06f20a94dad79e,Do not do business with these…soild shoes,Do not do business with these fraudulent scammers they sent me second hand worn shoes and I am still waiting for a full refund after 2 months definitely NOT recommend,Britain (UK),Zalando
5ac788e86d33bc073c560bdf,Do not fall for their trap !!!,Please do not order from this website it is a scam I have ordered so much stuff worth £370 and had to chase them up for late delivery on top of that I received a box full of Adidas items for kids and when contacted them and we told it is a wear house mistake then ask for a refund they ask me to send them the wrong items back 1st please do not fall for the trap I did !!!,Britain (UK),Zalando
6064ce27f85d75087040f8b0,I like the site but the prices are…,I like the site but the prices are different when you go to checkout. I would order more things if the price is what it says. Makes me not want to order ever it is so fustrating when you really want that item.,United States,Wish
5f8413a2798e6f0b94f54b18,"East, fast and great communication",The whole process was easy and delivery was fast and well communicated.  Very happy with Boozt.com service.,Australia,Boozt
594304eb555d1a0888c25f15,Recommend,"Very good prices, Fast Delivery",Britain (UK),Zalando
590af15b2ecbfc09e8d215a7,Great,"Great, The quality is really top notch, good price, delivery came on time, communication is good, will definately recommend and definatly be ordering from Zalando again.",Britain (UK),Zalando
5f49881b02e8570814fb5469,A circus,"Keep it short and simple because quite frankly I am just fed up and tired. Over a month ago now I ordered items for my brother in uni for his birthday and because none of us are at the delivery address I left a note telling the courier where to leave it. I phone someone to pick it up for me and drop it to my brother and they tell me the box is there but it is empty so there is an array of things that could have happened such as being stolen or just simply not put in the box or somehow lost I do not know. The box was extremely damaged with large cracks on both sides. 7 days they told me they will get back to me. It is been a month, Guess what, NOTHING! I have emailed them and phoned them countless times but I just feel like giving up because it seems like a circus over there if it takes this long. By the looks of it it looks like they will not accept blame anyway and just say that is £200 vanished into thin air. What do I have to do fly to the warehouse and find it myself?",Britain (UK),Zalando
6057be27f85d750bf4fb235b,Very fast delivery,Very fast delivery. Smooth and no charge return. I am very happy with the experience and can recommend.,Netherlands,Boozt
6053c0fdf85d7509fc0fc0ea,I WISH could be a 0 star for this…,"I WISH could be a 0 star for this company and its customer service, I put one item in my cart and after a days I open the cart and accidentally hit buy it, and right away did cancel the purchase, they got the money from my card I asked for the refund supposedly they did the refund but it never came through my bank! Many times contacting customer agent which is virtual since there is not a phone number to talk with a person, they take 2-3 days to answer. I never got my money back they said it is in my bank, IT IS A LIE. Never ever use this app any more! It is frustrating 😡😡",United States,Wish
5909dc42a02b4205fc02dd16,Zalando deliver very quickly and look …,Zalando deliver very quickly and look after clients well. Great company to deal with.,Britain (UK),Zalando
60e580eaf9f48702a892e3d3,Be aware be very aware.,"Horrendous,made 2orders February,been chasing them up since March.Although money was paid and taken, told no record off transactions.Then told as it had passed their refund date no monies returned. Be aware be very aware this could be a con on a monumental scale. Mr Mcghee",Britain (UK),Wish
5ff2f8ba755dc107e0d66988,Poor communication and customer service,Ordered Barbour wellies from Zalando on 18/12/2020 and advised they were posted on 21st and would have in 2-6 working days.  So far so good.  Then it went quiet.  No updates and when I tried tracking my order it showed the courier was delayed.  2 weeks later I emailed Zalando asking for an update only to receive a refund and a stock message saying the boots had been lost in the post and blaming Hermes.  I am confused as whenever I order from other companies who use Hermes I have never had an issue?  I was warned Zalando were rubbish but could only find the boots in my size on their website.  I do not recommend them and will never use them again.,Britain (UK),Zalando
58a4b67ef434950bc4fcd21a,Wrong size,"Ordered a very sought after adidas hoodie that was out of stock everywhere, ordered a size 10 and received a size 8. The garment still fits me although I do not think I will ever risk purchasing from here again as I have seen other people complain of the same thing. Sort yourselves out, Zalando!",Britain (UK),Zalando
5edd492125e5d20a88aa295f,only one problem.,"I love shein and their prices but very worried that I placed 4 orders with them received my 2nd, 3rd  and  4th order but not my 1st? And I placed it May 5 and it is now June 7th. It says estimated delivery time was June 5th...",United States,Sheinside
6093794df9f4870a6ca71c7b,Reliable,"Reliable, on time!",Finland,Boozt
5e7749e13c93ae096468a995,I advice people not to transact with…,"I advice people not to transact with Zalando, they have terrible 14days return policy and they use clueless and tardy delivery guys(Hermes).My money has been with them for almost 3 weeks and they are not being proactive about it.I regret shopping with them.And i see this act as a fraudulent act.",Britain (UK),Zalando
5c61d1af97afa10734cc0c52,Great service,"Great service, which includes very easy, free returns and query handling. When items arrived they were perfectly packed and excellent quality, I am fast becoming a real fan of Zalando for browsing and buying new clothes.",Britain (UK),Zalando
591ec3daa02b420900674e51,I am a regular customer and I absolutely …,"I am a regular customer and I absolutely love Zalando , love the sales on brands delivery is quick . Absolute A !",Britain (UK),Zalando
5a5d32946116dd0d64737287,Find what you are looking for with just a click!,"I found what I was looking for, at an affordabe price with amazing discounts. Great service, easy to use and pay with. Fast delivery. After only two days from dispatch I had my shoes delivered at my doorstep. Perfect, just as described; and with a 100-day try/return policy, Zalando confirms to be a great firm to shop with. Highly recommended!",Italy,Zalando
591ec4e820b79f0b24efe797,Highly recommend,"Great choices, fab prices and speedy delivery!",Britain (UK),Zalando
60941cb3f9f4870a7870916e,Perfect and fast service!,"I like that they have thought about every aspect, so I would definitely make an order again!",Latvia,Boozt
60a51dc9f9f4870b7008591b,Shein is worth it!,I have ordered from Shein before and it came USPS (US mail). I ordered blue light glass and other things but I thought that the glasses would be crushed. They came in perfect condition and even with a case. My order said that it would come on a certain date but it arrived early! I am totally ordering from them again!,United States,Sheinside
5e8dabb6086b6409543255b6,Absolutely love Zalando,Absolutely love Zalando. Some items might be a bit pricy but in general it is my first go to app for shopping. Great variety of all kind of products. I feel confident that I will have no issues when I shop with them.,Britain (UK),Zalando
6091a9d6f9f4870a786e7691,I wish I never ordered from them.,Terrible products that are very cheap. Horrible customer service go to Amazon do not waste your time with wish. I wish I never ordered from them. Horrible horrible horrible horrible horrible horrible horrible terrible terrible terrible website. I wish I never ordered from them,United States,Wish
5f0624293f06f20658d5d4d2,shein review (disappointing),"i am so mad at this website, it is fake!! it has been over 2 months and i still have not received my package! i spent over $150 and no refund! complete waste of money!! do not risk it",United States,Sheinside
54c25e7b0000ff0002c7036b,So many stylish options!,"I recently stumbled upon the SheInside website.  Wow!  These guys have so many great clothing options to choose from!  I needed a dress for an upcoming event, something classy.  I found so many options, but settled on the yellow and black lace Bodycon dress.   This website makes it so easy to order clothing online.  They had a very clear sizing chart in the dress details, which is not always the case.  There was no second guessing myself about what size to order; I often struggle with this when ordering clothing online.  (By having these measurements displayed, it cuts down on my chances of having to return an item for not fitting.)  My dress arrived exactly when they estimated it would and it fit PERFECT!!  I am extremely happy with my purchase.  I cannot recommend this site enough.  They have such great, stylish clothes for an affordable price.  I will definitely be ordering again.",United States,Sheinside
5fb0f89b5e693f0acce8ffae,Great online shopping,"Great online shopping. Been using Boozt for some years now. Broad range of items, fast delivery, easy returns if needed, sometimes fantastic discounts. Cannot think of any faults, really - maybe broaden the ""Hem"" range.",Sweden,Boozt
60493adef85d75064c3de5e2,Perfect,"Great shop, great quality products",Ireland,Boozt
5d6f8721f0186907108bde84,This is the first time that i have…,This is the first time that i have ordered from Zalando  and  i am glad that i did..Ordered shoes last week  and  they arrived this morning  and  are exactly the same as the photo..Proper sizing  and  a brilliant price..I will definitely be ordering again..,Ireland,Zalando
